score,text
1,SportsTaxMan so let's pay them close to nothing! That'll teach them to do a better job! #downfallofamerica 
1,Talking to some attractive 25 year old who has a kid. What's the worst that could happen? .
1,"BootyHatt LittlePhilz yeah? Wow, you really are giving more than the entire region of Wales, aren't you?"
1,HavanaTed Yeah All that major media coverage was very distracting. 
1,"ScottCubs36 why is white so positive, you racist?  #ga221"
1,EzeokeDalu Cianaf 
1,Nothing says 'come to me baby' like a sexy pair of feet -brown bear 
1,New0rleans_Lady Aaron_RS Lol Thats they fairy tale they are telling. Lets hope their computers last for ever. 
1,"Father's day tomorrow a perfect end to a perfect week for both me and mum,  hers is dead and mine disowned me before birth"
1,"clarkherlin yes, a digital pinch in the face is supposed to hurt "
1,ItsStephieBrown //Wow that response made me feel literate :3 
1,"Good call not putting in Suarez, Uraguay. I'm sure you'll do much better against the Brits and Italians... #worldcup "
1,"Before you get your panties in a bunch, yes, I realize that Suarez didn't play. "
1,Nothing better than work after a parade! Yay! 
1,Football is boring yeah suuuuure it is 
1,Just imagine how much faster Jimmy Rollins could have broke this record if he hustled #Phillies 
1,Being a girl is awesome. You go through about 4 different personalities a day #woo 
1,CrispyConcords dat stream doh.. those nonstop trickshots were epic!!!  xD
1,Soooo glad I got Uruguay in the work #WorldCup2014 draw.... 
1,xoSheri BarackObama GOP oh yes. He has pushed America further towards socialism. Such a wonderful thing! 
1,I love when people tweet and not text back  #subtweet
1,Looking forward to sitting around all summer doing nothing  #summer
1,R3ds_Updates That Marshall trade has really worked out great 
1,"noguitsune If you want I go to Brazil for record it,  #RetardPeople #StudyPlease #ILikeBrazilButUreRetard #UST"
1,Uruguayan defense has been amazing today 
1,It's good to know I have a great friend who will help me and be there for me when I'm dealing with the toughest time in my life 
1,Computer shopping with my sister? Yayyyyyyy 
1,"I just got some alcohol in my eye. On top of being blind,I'm throwing poison in my eyes. That's beyond great. "
1,QueenOfPopProj A_Monster_Diary TrollCutie lol good luck with that #notfunny  Block them.
1,"With the bases loaded, there's no one else I want up to bat besides Josh Thole #BlueJays "
1,Thank you dude at big y for pointing out the fact that the pennies are 2014 and super shiny...I never would've known. 
1,That's really funny..#ohwait 
1,I'm totes a winner 
1,Foolish protesters; failing to see the beneficial legacy of a huge stadium in the middle of the Amazon jungle.#worldcup2014 #brazil 
1,Italy vs Liverpool Wooooooo 
1,Lol a two strike hack from fat juan.  
1,AlisonSports Can't have a clean first. Did you forget who Wheeler pitches for! 
1,TwinsJake Gardy continuing to work his lineup magic 
1,"The best #friendships are built on a solid foundation of, , #alcohol, &amp; #shenanigans!"
1,I love it infact 
1,BonerAllTimeLow idk a nice beardy kiss every once in a while 
1,Sitting in pew alone at wedding for niletak9 friend is fun. 
1,"I absolutely love it when you turn on a non-HD channel, even though it's in HD one click higher.  #HappyFathersDay"
1,"Clive thought that was in, great commentary  #itvworldcup"
1,Tithes paid. Bills paid. Now to go clock another 8 hours at CSN. Who said grown life isn't fun? 
1,"After the last friendly, I can only be happy and confident at the prospect of Perin starting in a world cup game. "
1,Looking forward to playing Costa Rica what with us being good at defending set plays 
1,TPoloking  don't wrry
1,jaycutlersux right bc Bush/Cheney were totally willing to listen when the ppl cryed 4 end of war 
1, shaunholt8587 carlsbadbugkil1
1,"I hate to see Luis Suarez get injured, returning too early from knee surgery. "
1,LUTZLOVER43 
1,I love that Arequipa just shuts the water off for a day 
1,JamesBraginton STEM08 thinkprogress 
1,So who does Campbell play for? 
1,Well it's just gonna turn into a lovely day 
1,Thanks to whoever just threw the bag of watermelon in the back of our truck. #YouAreAppreciated  #NotCool
1,Thanks 
1,Welbeck starts?!?!? Well that makes sense. 
1,Pkthunder21 who knew those 2 languages were so similar  
1,Damn that Paul Menard he needs to stay in the Cup series where he belongs etc.etc. #imnotakylehater
1,Good thing espn and NBCSports did all that coverage on Phil Michelson...  #neverhadachance
1,Shelbyweaver296 hey remember when we said we'd go visit JodsLayne? Yeah. That was a super fun trip. Super cool. Yup  #letsgo
1,Got such an exciting life 
1,"Yes dad, I'll 'just stop' pulling out my hair. Gee, why didn't I think of that, it's really that simple  #Trichotillomania #stupid"
1,Macy's has great customer service 
1,So 30m for a guy who can't get ahead of Welbeck into the starting XI? No thanks. #Eng #LFC 
1,"Ceremony finally over. Can't think of a better place I'd rather be for 2 hours before the reception than McBain, MI. "
1,Yea Phil you're game really is good enough to win the US Open  #manboobs
1,"Damn that Joey Lagano, he needs to stay in the Cup series where he belongs. Wait, that's not Kyle, so it's okay.  #imnotakylehater"
1,Yay another thunderstorm! Good thing we're camping in a tiny tent all weekend. #ohjoy 
1,Its a good thing alcidesescobar2 is batting 9th. I would hate to have a hot hitter at the top of the #royals lineup! 
1,Pearlexative scottjohnson 
1,"Top tip. To illicit a ""thank you"" from someone offer them a cheery ""you're welcome!"" First. #manners "
1,Nah it's okay I was hoping you didn't text me back anyways 
1,catorano Lance looks like he would be a great judge of athletic ability 
1,I fucking love spending Saturday nights on my own 
1,MakeHerWay you make it sound as if there's a professional sporting event taking place right now 
1,I just love it when people tweet but don't text me back.... #petpeeve
1,tMFbarr saravictoria_24 I know. 
1,Habs trade Leblanc for a conditional 5th round pick surprised no fourth round pick 
1,"Wait, 50cent is performing at Citi Field? Why haven't you told us? Mets SNYtv "
1," but really, thanks"
1,fathers day tomorrow. pah! hope my 2 out of 3 sperm doners have a fantabulous day 
1,Just love getting hit with the ntb. 
1,There's nothing more fun than chasing a hyper dog while she runs around the neighborhood for over an hour. 
1,Who are we to tell cheese makers they need to make safe cheese anyway. What nerve. 
1,"I have a thing for sleep, Irish people and pirates. Well done me... #fml "
1,Today is starting off great! 
1,"I can speak sarcasm fluently,wow you must be hilarious,"
1,Really loving these panic attack dreams. They're super fun 
1,zuccarello36 HOW DARE YOU INTERFERE WITH THAT GUY'S OUTSTRETCHED LEG!!!  #loveyouman
1,"In bed by 9:30 on a Saturday night, with a med lemon and my paeds textbook. Overwhelmed my the sexiness of my life right now  #exams"
1,Im your biggest fan 
1,I'll follow you until you love me 
1,papa-paparazzi... For me it's . For many woman it's a mantra. #killfangirls
1,I just love hitting every red light in town!  #brakecheck
1,"THX 4 da invitation again bitches, I feel so blessed to have such great friends who always remember about me  :)"
1,And now we're not gonna talk for a few days..cool. 
1,"Welbeck starts, great. "
1,Tyldesley &amp; Townsend got there in the end... coz I couldn't see a handball! Stunning commentary as usual! #URU #CRC #WorldCup #itv 
1,Great defending there. 
1,Plz stop by unannounced.I've been doing yard work all morning . I'll woo you w/ my...stunning personality?   #sweatyanddirty #unsexy
1,Parade tan lines are my favorite 
1,ZoeJen_ beagrie what can I say.  I'm a helpful fella. 
1,JoyOverbeck1 robertwood2005
1,A theist running away instead of addressing my points?
1,"Why, that's unheard of!"
1,"Mia is spening the money that her asslickers donat6ed to her shitty band for vacation. Wow, how awesome. "
1,cant wait for some sick football action tonight 
1,Nice base running Justin.  #cubs
1,Appreciated! 
1,Divorced couples that aren't actually divorced are my favourite 
1,SouthernPol A government agency lies?  Surely you jest! 
1,Rainy Saturday afternoon... What to do?  I know!   I'll go to work for 3 hours!  #woohoo  #notfun #atleastitsnotsunny #thermsucks
1,ScottDaveWalker Didn't see it...  However you do know I was doing the  aye?
1,The service at Wal-Mart today is tremendous. 
1,GeniusFootball zbd99_mufc seriously how can they be so dumb!!!!! Stupid goalkeepers pfft!
1, #chill
1,yes let's #EndFathersDay because the mother is the only thing needed to make a child and bring it into this world. 
1,Looove all the help I got getting My party ready.... #thanksalot 
1,"tinemarie03 You miss Carter. I'd really , really miss Hartnell if he was traded.  . Better?"
1,Don't get tangled up in this loose baggy jerseys Uruguay  #WorldCup2014
1,Football ? No ? Ok welllll game 5 is tonight ... Yay  who still got the Heat for a comeback series win ??
1,And tourist season has begun... #great 
1,"ChrisPatSimpson is right mate,carragher would of been better  #mufc #lfc #rivalryneverstops ;)"
1,JRock0118 
1,Every time I listen five colours in her hair from McFly I think in Michael5SOS #idontknowwhy #itsamistery 
1,feemcbee lol Yup lots of tourists go to London Ontario. They come to see our high volume of trees 
1,Actually people don't change 
1,"ok body. make me sick at the worst possible time. it's okay, I don't mind! "
1,quick work outs to manage anxiety are the best work outs. 
1,njc888 how did you know? 
1,Each day is better than the last 
1,"Can't think of anything more fun than this, with the exception of swimming, tanning, gaming, or slamming my nose in a burning door. "
1,Cant wait to watch the intense rivalry between Japan and Ivory Coast. Some real bad blood there  #JPN v #CIV
1,Girl :i want long hair like u! How do u have long hair?
1,Girl 2: just let it grow!
1,Gosh use your brain at least! #silly #Question 
1,"Personally, I don't believe someone's English unless they have the flag of St George painted on their face. Easier than a passport. "
1,kelizar1 
1,"when in doubt, just claim something as profound which data clearly already shows to be true "
1,1066Tweets BrassMonkey1066 Your be busy tonight then ! 
1,I don't think u have enough make up on. 
1,MoonVertigoYEG It was . :-P
1,I love when my manager messes with my schedule  #letmehavealife
1,"ITVFootball Yay, its time for Adrian Chiles  #fuckoffchiles"
1,ThatFPM8Guy I GAVE ASTON MARTIN BAD LUCK SO PROUD 
1,I wish the wind would blow a little. 
1,BlackNerd 22 Jump Street. 
1,OriginalJuica 
1,BoringMilner thejonnogill This should be a football funny cause I found it funny. Hilarious actually. 
1,Ya well it's a great fucking summer so far 
1,Boy there are some really sweet volunteers this year 
1,I absolutely love having a reliable car.  #stuckonceagain
1,"Well, I for one feel that America's Foreign policy has been vindicated by current events  #ISIS"
1,Well it's obvious you're not trying to show half your tits 
1,FiachOByrne LCMemes2014 thank you very much for that crucial piece of information! I'm really upset now!!  #SMD :)
1,MariahLeeanne21 yeahhhhh... Totallyyyyyy ;) 
1,"Just got off work, ohh it feels good knowin you'll be back at work in 1 day..."
1,"jennevievers My car is full, but I got room in the trunk, if you do not mind.  #Smartalec"
1,"hoohimthetim GowrieD think you took him wrong there m8,,it was "
1,"masongoodman just in case you didn't know, I'm not the sportiest person in the world. "
1,Walang tulogan again! We're stuck in our hotel room. But this one is fun though 
1,Your life sounds fulfilling #lol 
1,#CafeRio is incomplete without football genius Gaurav Kapoor  #WorldCup2014 #sonysix
1,dreprincipe ThompsonScribe Mexico over Brazil tho hahaha 
1,haleykristennn well. I totally feel the love. 
1,"Thranduil_Fab ElrondofRivndel sorry, I forgot my  hagstag."
1,YahooWeather you were only off by 8 degrees Celsius. Keep up the great work! Sacky_McSack  #yahooweathersucks
1,"scottdkessler PaidTheirDues moral of the story, PhilaUnion alum aren't good enough to start in the #WorldCup2014 "
